# Mock DESY5-like SNe data
# model: exp
# Cosmological parameters: output=, theta_s_100=1.041, omega_b=0.02223, omega_cdm=0.11985000000000001, ln10^{10}A_s=3.036, n_s=0.9649, tau_reio=0.0544, m_ncdm=0.02, N_ur=0.00441, N_ncdm=1, deg_ncdm=3, T_ncdm=0.71611, Omega_Lambda=0.0, Omega_fld=0.0, Omega_scf=-1, scf_parameters=0.0,0.0,0.0,0.0,0.0,0.0, scf_tuning_index=1, attractor_ic_scf=no, Lambda0_scf=1.0, scf_potential=exponential, lambda_scf=1.7, phi_i_scf=0, 
VARNAMES: CID IDSURVEY zHD zHEL MU MUERR MUERR_VPEC MUERR_SYS PROBIA_BEAMS
SN: ASASSN-15fa  150 0.02741 0.02734 35.70074   0.14460  0.06700  0.04178  1.00000
SN: 2005na        64 0.02748 0.02665 35.70475   0.09940  0.06680  0.02995  1.00000
SN: 2005eq        64 0.02823 0.02893 35.76729   0.12010  0.06500  0.02724  1.00000
SN: 2003U         63 0.02833 0.02810 35.77311   0.14790  0.06480  0.04759  1.00000
SN: 2009ad        65 0.02844 0.02840 35.78205   0.09700  0.06460  0.04158  1.00000
SN: 2008ar        65 0.02849 0.02617 35.78110   0.09940  0.06450  0.05597  1.00000
SN: AT2017ns     150 0.02849 0.02877 35.78660   0.17560  0.06450  0.08614  1.00000
SN: 2004gs         5 0.02857 0.02740 35.78971   0.16700  0.06430  0.07021  1.00000
SN: SN2017ckx    150 0.02858 0.02716 35.78996   0.13700  0.06430  0.02914  1.00000
SN: 2007is        65 0.02866 0.02953 35.80095   0.12410  0.06410  0.10099  1.00000
SN: 2006qo        64 0.02898 0.02837 35.82229   0.17710  0.06340  0.10589  1.00000
SN: ASASSN-15la  150 0.02902 0.02782 35.82409   0.13570  0.06330  0.03426  1.00000
SN: PS16cvc      150 0.02915 0.02954 35.83729   0.10460  0.06300  0.02688  1.00000
SN: 2003ch        63 0.02919 0.02833 35.83768   0.11390  0.06290  0.05158  1.00000
SN: ASASSN-16ay  150 0.02938 0.02834 35.85160   0.17070  0.06250  0.12753  1.00000
SN: PSNJ0859349  150 0.02938 0.02812 35.85113   0.13470  0.06250  0.11210  1.00000
SN: ASASSN-16fs  150 0.02944 0.02920 35.85778   0.11010  0.06240  0.03886  1.00000
SN: ASASSN-16aj  150 0.02953 0.03075 35.86759   0.11190  0.06220  0.05190  1.00000
SN: ASASSN-16br  150 0.02956 0.02852 35.86506   0.11690  0.06220  0.04340  1.00000
SN: AT2017zd     150 0.02969 0.02947 35.87647   0.11630  0.06190  0.10099  1.00000
SN: ATLAS17ajn   150 0.02978 0.02871 35.88135   0.12510  0.06170  0.04278  1.00000
SN: Gaia16bba    150 0.02990 0.03046 35.89365   0.11140  0.06150  0.03228  1.00000
SN: 2004ef        64 0.03012 0.03101 35.91051   0.13690  0.06100  0.04694  1.00000
SN: ASASSN-15nq  150 0.03023 0.03036 35.91694   0.09210  0.06080  0.03955  1.00000
SN: AT2017lm     150 0.03031 0.03064 35.92319   0.13360  0.06060  0.03073  1.00000
SN: ASASSN-16fo  150 0.03036 0.02890 35.92305   0.09070  0.06050  0.06008  1.00000
SN: AT2016cyt    150 0.03059 0.03074 35.94309   0.09970  0.06010  0.04612  1.00000
SN: 2006is        64 0.03071 0.03140 35.95287   0.11210  0.05990  0.08307  1.00000
SN: ASASSN-16hr  150 0.03083 0.03086 35.96008   0.17330  0.05960  0.06044  1.00000
SN: PS15cwx      150 0.03086 0.03007 35.96049   0.10150  0.05960  0.06277  1.00000
SN: AT2017wb     150 0.03117 0.03065 35.98311   0.18130  0.05900  0.05909  1.00000
SN: 2007bd        64 0.03120 0.03044 35.98473   0.10080  0.05890  0.03839  1.00000
SN: 2002hd        63 0.03134 0.03049 35.99442   0.17910  0.05870  0.09941  1.00000
SN: ASASSN-15hg  150 0.03143 0.02992 35.99935   0.13020  0.05850  0.04017  1.00000
SN: ATLAS17axb   150 0.03143 0.03165 36.00300   0.10370  0.05850  0.07252  1.00000
SN: CSS160428    150 0.03148 0.03029 36.00354   0.11080  0.05840  0.08683  1.00000
SN: 2007R         64 0.03174 0.03081 36.02223   0.10680  0.05790  0.03157  1.00000
SN: ASASSN-16oz  150 0.03192 0.03100 36.03473   0.11580  0.05760  0.02596  1.00000
SN: 2006az        64 0.03201 0.03103 36.04082   0.09620  0.05750  0.03433  1.00000
SN: 2007ob        65 0.03243 0.03389 36.07473   0.18450  0.05670  0.10394  1.00000
SN: AT2017po     150 0.03255 0.03182 36.07827   0.11050  0.05650  0.03526  1.00000
SN: 2007ux        65 0.03264 0.03070 36.08182   0.15680  0.05640  0.06625  1.00000
SN: ASASSN-15pr  150 0.03264 0.03309 36.08685   0.13010  0.05640  0.03601  1.00000
SN: 2004gc         5 0.03267 0.03192 36.08636   0.14970  0.05630  0.04441  1.00000
SN: 2008gl        65 0.03272 0.03354 36.09303   0.09600  0.05620  0.03379  1.00000
SN: SN2016hpx    150 0.03282 0.03338 36.09922   0.11900  0.05610  0.03869  1.00000
SN: SN2017cii    150 0.03289 0.03323 36.10347   0.10580  0.05590  0.05239  1.00000
SN: 2006te        64 0.03290 0.03155 36.10058   0.09890  0.05590  0.03087  1.00000
SN: 2004as        63 0.03296 0.03139 36.10414   0.16890  0.05580  0.06550  1.00000
SN: ASASSN-16bc  150 0.03298 0.03194 36.10660   0.08620  0.05580  0.04143  1.00000
SN: 2008gp         5 0.03333 0.03303 36.13146   0.09110  0.05520  0.02884  1.00000
SN: 2010ag        66 0.03335 0.03340 36.13353   0.16200  0.05520  0.05229  1.00000
SN: 2005iq        64 0.03341 0.03404 36.13871   0.08980  0.05510  0.02990  1.00000
SN: PS15bsq      150 0.03371 0.03430 36.15837   0.08790  0.05460  0.02875  1.00000
SN: 2004L         63 0.03373 0.03229 36.15542   0.18350  0.05460  0.19498  1.00000
SN: 2003cq        63 0.03378 0.03275 36.15955   0.18650  0.05450  0.22887  1.00000
SN: 2006S         64 0.03393 0.03224 36.16795   0.12640  0.05430  0.11632  1.00000
SN: 2006gr        64 0.03428 0.03467 36.19499   0.14530  0.05370  0.04217  1.00000
SN: ASASSN-16dw  150 0.03437 0.03466 36.20058   0.13470  0.05360  0.06157  1.00000
SN: ATLAS17ajs   150 0.03451 0.03265 36.20504   0.20900  0.05340  0.13704  1.00000
SN: 2003kc        63 0.03479 0.03316 36.22338   0.14760  0.05290  0.14848  1.00000
SN: 2003iv        63 0.03491 0.03426 36.23305   0.13440  0.05280  0.04758  1.00000
SN: ASASSN-15jl  150 0.03512 0.03468 36.24675   0.10080  0.05250  0.02819  1.00000
SN: 2005eu        64 0.03516 0.03449 36.24878   0.12630  0.05240  0.03683  1.00000
SN: ASASSN-15tg  150 0.03529 0.03561 36.25902   0.09500  0.05220  0.04435  1.00000
SN: 2007hu        65 0.03551 0.03518 36.27139   0.22890  0.05190  0.12606  1.00000
SN: PTSS-16efw   150 0.03568 0.03557 36.28241   0.09090  0.05160  0.05059  1.00000
SN: ASASSN-15ss  150 0.03599 0.03556 36.30087   0.09070  0.05120  0.02843  1.00000
SN: PS15bbn      150 0.03624 0.03710 36.31888   0.11210  0.05090  0.03197  1.00000
SN: ASASSN-15lu  150 0.03635 0.03505 36.32105   0.11320  0.05070  0.03873  1.00000
SN: 2008hj        65 0.03682 0.03761 36.35385   0.08950  0.05010  0.04583  1.00000
SN: 2006mo        64 0.03702 0.03718 36.36451   0.13370  0.04980  0.07017  1.00000
SN: 2002hu        63 0.03705 0.03670 36.36524   0.09330  0.04980  0.03668  1.00000
SN: 2001eh        63 0.03725 0.03713 36.37763   0.11250  0.04950  0.02478  1.00000
SN: ASASSN-16db  150 0.03730 0.03486 36.37573   0.12110  0.04940  0.03072  1.00000
SN: AT2016hns    150 0.03740 0.03817 36.38838   0.10170  0.04930  0.04597  1.00000
SN: ASASSN-15bc  150 0.03753 0.03672 36.39276   0.12960  0.04910  0.14400  1.00000
SN: 2007jg         5 0.03756 0.03707 36.39519   0.12240  0.04910  0.10480  1.00000
SN: AT2016cvw    150 0.03787 0.03888 36.41652   0.10000  0.04870  0.04285  1.00000
SN: 2008gb        65 0.03796 0.03700 36.41765   0.11630  0.04860  0.07895  1.00000
SN: 2007O         64 0.03818 0.03694 36.42986   0.09320  0.04830  0.04257  1.00000
SN: 2008fr        65 0.03828 0.03900 36.43975   0.09940  0.04820  0.07932  1.00000
SN: 2009bv        65 0.03848 0.03667 36.44599   0.09420  0.04790  0.05262  1.00000
SN: 2008051       65 0.03873 0.03777 36.46211   0.10440  0.04760  0.04519  1.00000
SN: ASASSN-15np  150 0.03884 0.03768 36.46797   0.12620  0.04750  0.05103  1.00000
SN: 2010dw        66 0.03902 0.03812 36.47875   0.14990  0.04730  0.05954  1.00000
SN: ASASSN-15pn  150 0.03909 0.03836 36.48308   0.11670  0.04720  0.04960  1.00000
SN: PS15cze      150 0.04035 0.03937 36.55283   0.15030  0.04580  0.05712  1.00000
SN: 2003fa        63 0.04056 0.04039 36.56603   0.10170  0.04550  0.05113  1.00000
SN: SN2016glz    150 0.04077 0.04099 36.57828   0.11670  0.04530  0.08920  1.00000
SN: PS16axi      150 0.04089 0.03930 36.58102   0.09520  0.04520  0.03298  1.00000
SN: SN2017coa    150 0.04095 0.04000 36.58561   0.13910  0.04510  0.09753  1.00000
SN: 2009do        65 0.04099 0.03964 36.58694   0.09630  0.04510  0.03428  1.00000
SN: 2001az        63 0.04101 0.04069 36.59017   0.09270  0.04500  0.02391  1.00000
SN: 2006cf        64 0.04268 0.04146 36.67680   0.10650  0.04330  0.03767  1.00000
SN: 2007kk        65 0.04285 0.04177 36.68591   0.10920  0.04310  0.11297  1.00000
SN: AT2016htm    150 0.04289 0.04332 36.69112   0.07930  0.04310  0.05123  1.00000
SN: ASASSN-16ct  150 0.04306 0.04191 36.69661   0.15400  0.04290  0.11608  1.00000
SN: 2007nq        65 0.04349 0.04389 36.72188   0.08830  0.04250  0.08095  1.00000
SN: SN2016ayg    150 0.04349 0.04269 36.71939   0.09200  0.04250  0.03004  1.00000
SN: MASTERJ0134  150 0.04369 0.04485 36.73365   0.10030  0.04230  0.03003  1.00000
SN: AT2016cvv    150 0.04438 0.04457 36.76641   0.13430  0.04170  0.03766  1.00000
SN: 2005ku         5 0.04439 0.04525 36.76830   0.16210  0.04170  0.07819  1.00000
SN: PSNJ1204051  150 0.04545 0.04385 36.81559   0.11730  0.04070  0.11732  1.00000
SN: 2005hc        64 0.04575 0.04592 36.83388   0.08720  0.04050  0.03027  1.00000
SN: SN2016esh    150 0.04583 0.04457 36.83479   0.10130  0.04040  0.05936  1.00000
SN: PS17tn       150 0.04590 0.04470 36.83831   0.11710  0.04030  0.02917  1.00000
SN: 2008050       65 0.04625 0.04526 36.85562   0.17170  0.04000  0.09181  1.00000
SN: AT2016ews    150 0.04631 0.04555 36.85898   0.07590  0.04000  0.03518  1.00000
SN: 2005lz        64 0.04643 0.04624 36.86592   0.12310  0.03990  0.03624  1.00000
SN: 2004gu         5 0.04664 0.04558 36.87414   0.13150  0.03970  0.04410  1.00000
SN: 2008cf        65 0.04682 0.04603 36.88326   0.09450  0.03960  0.03305  1.00000
SN: AT2017yk     150 0.04691 0.04644 36.88819   0.16480  0.03950  0.07539  1.00000
SN: 2016afk      150 0.04738 0.04561 36.90765   0.15120  0.03910  0.08668  1.00000
SN: PS16fa       150 0.04760 0.04611 36.91854   0.09420  0.03890  0.06660  1.00000
SN: PS15aii      150 0.04777 0.04655 36.92702   0.07700  0.03880  0.04603  1.00000
SN: PS17akj      150 0.04777 0.04681 36.92756   0.11150  0.03880  0.02794  1.00000
SN: ATLAS16agv   150 0.04819 0.04779 36.94819   0.09350  0.03850  0.07698  1.00000
SN: ASASSN-15pm  150 0.04837 0.04879 36.95818   0.07650  0.03830  0.02649  1.00000
SN: AT2016gmg    150 0.04865 0.04944 36.97178   0.10380  0.03810  0.03764  1.00000
SN: PS16el       150 0.04940 0.04781 37.00089   0.09150  0.03750  0.03686  1.00000
SN: 2006cq        64 0.04944 0.04844 37.00392   0.11590  0.03750  0.02619  1.00000
SN: PS15asb      150 0.04989 0.04863 37.02354   0.09560  0.03720  0.05432  1.00000
SN: PS16dnp      150 0.05023 0.05127 37.04342   0.09030  0.03690  0.03023  1.00000
SN: 2007kh        65 0.05032 0.05000 37.04459   0.19810  0.03690  0.22030  1.00000
SN: ASASSN-17eb  150 0.05044 0.04924 37.04807   0.12050  0.03680  0.03806  1.00000
SN: PS15brr      150 0.05049 0.05180 37.05547   0.09470  0.03670  0.03193  1.00000
SN: AT2016cor    150 0.05066 0.04954 37.05793   0.19490  0.03660  0.12674  1.00000
SN: PS16fbb      150 0.05106 0.05250 37.08073   0.09650  0.03630  0.03566  1.00000
SN: 2003ic        63 0.05126 0.05311 37.09028   0.13330  0.03620  0.05632  1.00000
SN: ASASSN-16hc  150 0.05151 0.05093 37.09610   0.07480  0.03600  0.03684  1.00000
SN: AT2016htn    150 0.05222 0.05312 37.12965   0.12720  0.03560  0.03012  1.00000
SN: PS16evk      150 0.05262 0.05447 37.14861   0.10200  0.03530  0.04882  1.00000
SN: PS16n        150 0.05309 0.05273 37.16388   0.07950  0.03500  0.04465  1.00000
SN: 2010dt        66 0.05316 0.05286 37.16694   0.10320  0.03490  0.02612  1.00000
SN: 2006lu         5 0.05346 0.05340 37.17998   0.07830  0.03480  0.04324  1.00000
SN: PS16bby      150 0.05468 0.05342 37.22782   0.09390  0.03400  0.03904  1.00000
SN: PS16ayd      150 0.05469 0.05399 37.22938   0.06800  0.03400  0.02739  1.00000
SN: SN2017cpu    150 0.05502 0.05440 37.24297   0.08380  0.03380  0.02940  1.00000
SN: AT2017oz     150 0.05614 0.05569 37.28829   0.10090  0.03310  0.07836  1.00000
SN: 2006py         5 0.05653 0.05787 37.30742   0.11890  0.03290  0.11217  1.00000
SN: PS16aer      150 0.05693 0.05547 37.31741   0.10030  0.03270  0.08491  1.00000
SN: 2005hj        64 0.05708 0.05739 37.32692   0.11210  0.03260  0.09208  1.00000
SN: 2006ob        64 0.05824 0.05860 37.37196   0.08490  0.03200  0.06079  1.00000
SN: SN2016gmb    150 0.05830 0.05827 37.37346   0.09790  0.03190  0.03598  1.00000
SN: 2001ah        63 0.05886 0.05776 37.39263   0.12910  0.03160  0.07300  1.00000
SN: SN2017cjv    150 0.06092 0.05953 37.46895   0.10510  0.03060  0.03542  1.00000
SN: 2008bz        65 0.06099 0.06015 37.47264   0.07160  0.03060  0.02784  1.00000
SN: SN2016hhv    150 0.06121 0.06194 37.48391   0.14590  0.03050  0.02667  1.00000
SN: 2006oa        64 0.06153 0.06257 37.49621   0.10980  0.03030  0.03664  1.00000
SN: SN2016aqb    150 0.06384 0.06289 37.57465   0.06460  0.02920  0.06155  1.00000
SN: PS16bnz      150 0.06446 0.06270 37.59465   0.09380  0.02900  0.06695  1.00000
SN: 2007ae        64 0.06533 0.06499 37.62759   0.10210  0.02860  0.02596  1.00000
SN: PS15cms      150 0.06627 0.06479 37.65729   0.10980  0.02820  0.02849  1.00000
SN: SN2016ixf    150 0.06711 0.06602 37.68633   0.10180  0.02790  0.02470  1.00000
SN: AT2016aj     150 0.06725 0.06741 37.69355   0.11130  0.02780  0.03941  1.00000
SN: PS15bjg      150 0.06786 0.06889 37.71558   0.09410  0.02760  0.03775  1.00000
SN: CSS160129    150 0.06844 0.06766 37.73100   0.09520  0.02730  0.05743  1.00000
SN: 2006al        64 0.06886 0.06780 37.74416   0.08020  0.02720  0.04282  1.00000
SN: PTSS17-niq   150 0.06897 0.06828 37.74850   0.08470  0.02710  0.03409  1.00000
SN: 2008Y         65 0.07056 0.06965 37.79923   0.10870  0.02650  0.07177  1.00000
SN: PS17yt       150 0.07073 0.06976 37.80452   0.06470  0.02650  0.05121  1.00000
SN: PS16em       150 0.07083 0.06982 37.80761   0.16860  0.02640  0.06245  1.00000
SN: 2006on        64 0.07089 0.07191 37.81363   0.17610  0.02640  0.08202  1.00000
SN: ATLAS16bwu   150 0.07091 0.07180 37.81400   0.14880  0.02640  0.07926  1.00000
SN: PS15bdr      150 0.07116 0.07096 37.81970   0.08810  0.02630  0.05292  1.00000
SN: PS15bwh      150 0.07158 0.07267 37.83553   0.08850  0.02620  0.06349  1.00000
SN: PS15mt       150 0.07193 0.07085 37.84210   0.10890  0.02600  0.03200  1.00000
SN: PS15atx      150 0.07252 0.07188 37.86136   0.13000  0.02580  0.03215  1.00000
SN: 1371046       10 0.07334 0.07411 37.88949   0.17920  0.03070  0.39882  1.00000
SN: 1318737       10 0.07374 0.07451 37.90173   0.18580  0.03050  0.06818  1.00000
SN: Gaia16aki    150 0.07393 0.07363 37.90535   0.08990  0.02540  0.02531  1.00000
SN: PS17bii      150 0.07446 0.07339 37.91987   0.09200  0.02520  0.03364  1.00000
SN: 2005ir        64 0.07520 0.07603 37.94596   0.07450  0.02500  0.07505  1.00000
SN: AT2016gsu    150 0.07575 0.07642 37.96205   0.09620  0.02480  0.05602  1.00000
SN: PS15bif      150 0.07845 0.07937 38.04144   0.11070  0.02400  0.08964  1.00000
SN: Gaia16acv    150 0.07859 0.07772 38.04186   0.08230  0.02390  0.03204  1.00000
SN: PS15bzz      150 0.07931 0.08024 38.06604   0.09220  0.02370  0.03383  1.00000
SN: SN2016glp    150 0.08410 0.08493 38.19820   0.13720  0.02240  0.16070  1.00000
SN: 2006bu        64 0.08478 0.08400 38.21317   0.11980  0.02220  0.06316  1.00000
SN: SN2016grz    150 0.08704 0.08748 38.27510   0.16190  0.02170  0.10979  1.00000
SN: 1864053       10 0.09333 0.09422 38.43403   0.09940  0.02430  0.06934  1.00000
SN: 1344303       10 0.09394 0.09475 38.44865   0.23950  0.02420  0.13223  0.99969
SN: 1317612       10 0.10442 0.10525 38.68912   0.12560  0.02180  0.02734  0.99996
SN: 1259241       10 0.10543 0.10582 38.71019   0.14440  0.02160  0.16607  1.00000
SN: 1330031       10 0.10563 0.10643 38.71531   0.08210  0.02160  0.02319  1.00000
SN: 1336975       10 0.11048 0.11088 38.81694   0.10230  0.02070  0.05119  1.00000
SN: 1289982       10 0.11621 0.11665 38.93262   206.31780  0.01970  0.13976  0.00000
SN: 1879649       10 0.11979 0.12020 39.00205   194.64560  0.01920  0.09992  0.00000
SN: 1833339       10 0.13051 0.13092 39.19888   0.10620  0.01770  0.06575  0.99990
SN: 1334084       10 0.13349 0.13431 39.25164   0.19610  0.01730  0.12044  1.00000
SN: 1815065       10 0.13537 0.13617 39.28383   0.15890  0.01710  0.03665  1.00000
SN: 1317666       10 0.14136 0.14227 39.38396   0.14210  0.01640  0.04132  1.00000
SN: 1296657       10 0.14624 0.14715 39.46243   0.13060  0.01590  0.02607  1.00000
SN: 1283923       10 0.14631 0.14715 39.46340   0.15760  0.01590  0.04154  0.99999
SN: 1316385       10 0.14740 0.14784 39.47983   0.13750  0.01580  0.10774  1.00000
SN: 1530193       10 0.14802 0.14893 39.49043   0.16020  0.01570  0.04599  1.00000
SN: 1293758       10 0.14812 0.14896 39.49187   0.08440  0.01570  0.03152  1.00000
SN: 1871023       10 0.14840 0.14883 39.49546   192.43170  0.01570  0.02169  0.00000
SN: 1277173       10 0.14940 0.15035 39.51200   0.09790  0.01560  0.02063  0.98907
SN: 1247420       10 0.15026 0.15123 39.52534   0.10130  0.01550  0.04609  0.99945
SN: 1306366       10 0.15062 0.15145 39.53062   0.24430  0.01540  0.21806  0.99998
SN: 1317164       10 0.15459 0.15555 39.59121   0.17430  0.01510  0.07208  1.00000
SN: 1299775       10 0.16008 0.16051 39.67129   0.18430  0.01460  0.06356  1.00000
SN: 1578103       10 0.16008 0.16092 39.67205   0.16430  0.01460  0.05297  1.00000
SN: 1250034       10 0.16085 0.16167 39.68318   0.10530  0.01450  0.08462  1.00000
SN: 1479069       10 0.17267 0.17353 39.84851   0.09940  0.01360  0.02590  1.00000
SN: 1303279       10 0.17273 0.17315 39.84851   0.08260  0.01360  0.01653  0.99338
SN: 1770639       10 0.17623 0.17718 39.89637   121.92640  0.01330  0.03935  0.00000
SN: 1294436       10 0.17800 0.17885 39.91955   256.20300  0.01320  0.12141  0.00000
SN: 1303496       10 0.17978 0.18021 39.94206   0.14950  0.01310  0.02458  1.00000
SN: 1339392       10 0.18148 0.18191 39.96410   0.09590  0.01300  0.02502  1.00000
SN: 1250017       10 0.18216 0.18299 39.97360   0.09600  0.01290  0.01475  1.00000
SN: 1257695       10 0.18383 0.18472 39.99509   0.09530  0.01280  0.02487  1.00000
SN: 1296321       10 0.18444 0.18531 40.00282   0.19410  0.01280  0.06858  1.00000
SN: 1336453       10 0.18492 0.18579 40.00891   0.10780  0.01270  0.02487  1.00000
SN: 1273127       10 0.18937 0.19024 40.06471   0.12460  0.01250  0.02981  0.99999
SN: 1295844       10 0.19209 0.19294 40.09817   132.59010  0.01230  0.04452  0.00000
SN: 1261193       10 0.19246 0.19293 40.10200   0.21710  0.01230  0.08313  1.00000
SN: 1879208       10 0.19471 0.19515 40.12927   0.08700  0.01220  0.04654  1.00000
SN: 1253920       10 0.19555 0.19599 40.13940   0.10670  0.01210  0.04394  1.00000
SN: 1298893       10 0.19616 0.19712 40.14767   0.13590  0.01210  0.06102  1.00000
SN: 1334620       10 0.19624 0.19720 40.14863   0.18490  0.01210  0.31384  1.00000
SN: 1922067       10 0.19771 0.19870 40.16625   0.10940  0.01200  0.03039  1.00000
SN: 1324938       10 0.19847 0.19933 40.17505   192.80230  0.01190  0.03573  0.00000
SN: 1281119       10 0.19902 0.19947 40.18082   0.19700  0.01190  0.06818  0.99827
SN: 1335323       10 0.19991 0.20081 40.19214   0.19360  0.01190  0.06679  0.99913
SN: 1782065       10 0.20173 0.20216 40.21265   0.10120  0.01180  0.02746  1.00000
SN: 1550021       10 0.20587 0.20676 40.26139   0.17710  0.01150  0.24341  1.00000
SN: 1327978       10 0.20699 0.20786 40.27417   0.15670  0.01150  0.03025  1.00000
SN: 1283373       10 0.20753 0.20797 40.27954   0.10030  0.01150  0.02213  1.00000
SN: 1315197       10 0.20823 0.20910 40.28827   0.10400  0.01140  0.04003  1.00000
SN: 1324509       10 0.21062 0.21105 40.31444   0.15250  0.01130  0.14293  1.00000
SN: 1791048       10 0.21094 0.21139 40.31807   0.12280  0.01130  0.02464  0.99936
SN: 1257366       10 0.21136 0.21182 40.32279   0.16400  0.01130  0.03892  1.00000
SN: 1309013       10 0.21260 0.21358 40.33755   0.19660  0.01120  0.39012  1.00000
SN: 1887027       10 0.21303 0.21348 40.34138   0.17640  0.01120  0.04622  0.99989
SN: 1292805       10 0.21415 0.21514 40.35475   0.89520  0.01110  0.12137  0.07220
SN: 1297501       10 0.21492 0.21541 40.36235   0.22850  0.01110  0.13194  1.00000
SN: 1249851       10 0.21511 0.21552 40.36430   0.09460  0.01110  0.03756  1.00000
SN: 1371126       10 0.21601 0.21648 40.37429   0.08890  0.01100  0.04459  0.99999
SN: 1304442       10 0.21711 0.21760 40.38635   0.17050  0.01100  0.01588  0.99993
SN: 1282114       10 0.21781 0.21881 40.39488   0.14520  0.01100  0.11451  0.99999
SN: 1313230       10 0.21792 0.21883 40.39592   0.09560  0.01100  0.02461  1.00000
SN: 1295062       10 0.21839 0.21938 40.40116   0.26720  0.01090  0.13610  0.99679
SN: 1290816       10 0.21847 0.21892 40.40107   0.16640  0.01090  0.04281  1.00000
SN: 1919017       10 0.21849 0.21939 40.40209   0.21130  0.01090  0.07966  1.00000
SN: 1304678       10 0.21883 0.21927 40.40495   0.11060  0.01090  0.03129  1.00000
SN: 1342255       10 0.21885 0.21976 40.40601   0.11180  0.01090  0.02542  1.00000
SN: 1250912       10 0.21898 0.21995 40.40752   0.17880  0.01090  0.19984  1.00000
SN: 1682020       10 0.21924 0.22015 40.41022   0.10130  0.01090  0.03894  1.00000
SN: 1302187       10 0.21942 0.21992 40.41144   0.19790  0.01090  0.08987  1.00000
SN: 1259352       10 0.21986 0.22034 40.41615   0.13580  0.01090  0.02038  1.00000
SN: 1867019       10 0.22101 0.22191 40.42926   0.17370  0.01080  0.22357  1.00000
SN: 1331123       10 0.22157 0.22248 40.43528   0.11080  0.01080  0.03058  1.00000
SN: 1929063       10 0.22211 0.22300 40.44102   0.20040  0.01080  0.08714  1.00000
SN: 1259246       10 0.22284 0.22330 40.44804   0.17820  0.01070  0.04352  1.00000
SN: 1249137       10 0.22305 0.22397 40.45109   0.21290  0.01070  0.07514  1.00000
SN: 1641279       10 0.22398 0.22490 40.46096   0.10730  0.01070  0.02517  1.00000
SN: 1878148       10 0.22453 0.22540 40.46669   0.12030  0.01070  0.03364  1.00000
SN: 1292560       10 0.22482 0.22582 40.46998   0.09850  0.01060  0.01670  1.00000
SN: 1248039       10 0.22566 0.22666 40.47884   0.19070  0.01060  0.18008  0.99996
SN: 1315192       10 0.22714 0.22800 40.49411   0.16180  0.01050  0.04378  1.00000
SN: 1249308       10 0.22806 0.22896 40.50378   0.18920  0.01050  0.05466  0.99434
SN: 1315259       10 0.22806 0.22896 40.50378   0.15270  0.01050  0.03051  1.00000
SN: 1879426       10 0.22941 0.22990 40.51708   0.10260  0.01040  0.04307  1.00000
SN: 1288083       10 0.23048 0.23147 40.52902   0.11140  0.01040  0.04017  1.00000
SN: 1291149       10 0.23057 0.23156 40.52995   238.61200  0.01040  0.04569  0.00000
