# Background DE output
# wp_fld = -0.9657420590871065
# fp_fld = 1.0648005476626636
# h = 0.6582585374838215
# H0 = 65.82585374838214
# Omega_m = 0.3293862095853005
# omega_m = 0.14272446168889186
# omega_cdm = 0.11985000000000001
# omega_b = 0.02223
# theta_s_100 = 1.0409995539204189
# columns: z  wDE  fDE
1.0000000000e+14 -1.0000000000e+00 1.1087534862e+00
9.9919439974e+13 -1.0000000000e+00 1.1087534862e+00
9.9838944847e+13 -1.0000000000e+00 1.1087534862e+00
9.9758514567e+13 -1.0000000000e+00 1.1087534862e+00
9.9678149082e+13 -1.0000000000e+00 1.1087534862e+00
9.9597848339e+13 -1.0000000000e+00 1.1087534862e+00
9.9517612286e+13 -1.0000000000e+00 1.1087534862e+00
9.9437440872e+13 -1.0000000000e+00 1.1087534862e+00
9.9357334044e+13 -1.0000000000e+00 1.1087534862e+00
9.9277291750e+13 -1.0000000000e+00 1.1087534862e+00
9.9197313938e+13 -1.0000000000e+00 1.1087534862e+00
9.9117400556e+13 -1.0000000000e+00 1.1087534862e+00
9.9037551552e+13 -1.0000000000e+00 1.1087534862e+00
9.8957766875e+13 -1.0000000000e+00 1.1087534862e+00
9.8878046472e+13 -1.0000000000e+00 1.1087534862e+00
9.8798390292e+13 -1.0000000000e+00 1.1087534862e+00
9.8718798283e+13 -1.0000000000e+00 1.1087534862e+00
9.8639270393e+13 -1.0000000000e+00 1.1087534862e+00
9.8559806571e+13 -1.0000000000e+00 1.1087534862e+00
9.8480406766e+13 -1.0000000000e+00 1.1087534862e+00
9.8401070924e+13 -1.0000000000e+00 1.1087534862e+00
9.8321798996e+13 -1.0000000000e+00 1.1087534862e+00
9.8242590929e+13 -1.0000000000e+00 1.1087534862e+00
9.8163446672e+13 -1.0000000000e+00 1.1087534862e+00
9.8084366174e+13 -1.0000000000e+00 1.1087534862e+00
9.8005349383e+13 -1.0000000000e+00 1.1087534862e+00
9.7926396248e+13 -1.0000000000e+00 1.1087534862e+00
9.7847506718e+13 -1.0000000000e+00 1.1087534862e+00
9.7768680741e+13 -1.0000000000e+00 1.1087534862e+00
9.7689918266e+13 -1.0000000000e+00 1.1087534862e+00
9.7611219243e+13 -1.0000000000e+00 1.1087534862e+00
9.7532583619e+13 -1.0000000000e+00 1.1087534862e+00
9.7454011344e+13 -1.0000000000e+00 1.1087534862e+00
9.7375502367e+13 -1.0000000000e+00 1.1087534862e+00
9.7297056637e+13 -1.0000000000e+00 1.1087534862e+00
9.7218674103e+13 -1.0000000000e+00 1.1087534862e+00
9.7140354714e+13 -1.0000000000e+00 1.1087534862e+00
9.7062098419e+13 -1.0000000000e+00 1.1087534862e+00
9.6983905167e+13 -1.0000000000e+00 1.1087534862e+00
9.6905774908e+13 -1.0000000000e+00 1.1087534862e+00
9.6827707590e+13 -1.0000000000e+00 1.1087534862e+00
9.6749703164e+13 -1.0000000000e+00 1.1087534862e+00
9.6671761578e+13 -1.0000000000e+00 1.1087534862e+00
9.6593882781e+13 -1.0000000000e+00 1.1087534862e+00
9.6516066724e+13 -1.0000000000e+00 1.1087534862e+00
9.6438313356e+13 -1.0000000000e+00 1.1087534862e+00
9.6360622625e+13 -1.0000000000e+00 1.1087534862e+00
9.6282994483e+13 -1.0000000000e+00 1.1087534862e+00
9.6205428877e+13 -1.0000000000e+00 1.1087534862e+00
9.6127925759e+13 -1.0000000000e+00 1.1087534862e+00
9.6050485077e+13 -1.0000000000e+00 1.1087534862e+00
9.5973106781e+13 -1.0000000000e+00 1.1087534862e+00
9.5895790821e+13 -1.0000000000e+00 1.1087534862e+00
